respondent_id,h1n1_vaccine,seasonal_vaccine
53594,0.010275510223343854,0.057419348461639326
53595,0.1276625775544956,0.5128215033412725
53596,0.13211268149879804,0.5045971551251012
53597,0.06970956661335813,0.0399961890722706
53598,0.01374020694580507,0.20153129961601124
53599,0.5894312357336614,0.7636476460841569
53600,0.0724139768630288,0.1767586807597603
53601,0.06900943226786724,0.12513641596094577
53602,0.07389415793985928,0.5140250118890314
53603,0.13399266689511385,0.9097566370847758
53604,0.06299990490943826,0.1126688811899192
53605,0.06802206861774492,0.21828350463820637
53606,0.6646548792466072,0.4217339841042326
53607,0.1919293709104352,0.512015035166457
53608,0.6009093825705257,0.385755525945184
53609,0.6800751530451254,0.9160640668058322
53610,0.33244728979363347,0.6530876830462496
53611,0.05386638131388476,0.10970318703502964
53612,0.3806607150670457,0.2175659594198041
53613,0.2001516379934489,0.23876658515084756
53614,0.3089736010032809,0.4327069307090606
53615,0.06516021158780833,0.1752843791853252
53616,0.07832534449026336,0.27676056357319956
53617,0.07619852761391037,0.1898697879312654
53618,0.4484058665577624,0.592164555366805
53619,0.06030255489566928,0.304698495439721
53620,0.12255042461905598,0.1795888129413493
53621,0.14112965288094065,0.9374523785244784
53622,0.07316956730112484,0.7911973777949334
53623,0.2719149304596894,0.6354688262455552
53624,0.08441223163956042,0.5864474598441484
53625,0.08196395414619781,0.044288635560391004
53626,0.8519343622466014,0.9739090916532873
53627,0.3475805917075052,0.3885782777273908
53628,0.1488082166074539,0.2733989936396462
53629,0.644984159582228,0.9244230917185032
53630,0.04613442257790761,0.21906221670624398
53631,0.0449021889694536,0.10182859483638113
53632,0.15499882852930305,0.9558539825774544
53633,0.3589750820322932,0.45136859337870466
53634,0.11780601205848157,0.9400991944987763
53635,0.060890241423893,0.09566440918169651
53636,0.1026764398417469,0.2738983550755302
53637,0.03530523381778211,0.45390051390638747
53638,0.16421766856710474,0.5258336004504692
53639,0.3205541841359084,0.33649454085391917
53640,0.128909949808423,0.4983536235395817
53641,0.04834727282531815,0.26942663216308355
53642,0.5379978250886489,0.62667291657408
53643,0.15894341933087286,0.9672137897597107
53644,0.08209554982425236,0.7516398269624964
53645,0.16450796458213549,0.9466391437631281
53646,0.037792685161921885,0.132452259387494
53647,0.014067687090612109,0.1439346736286158
53648,0.2662681805708133,0.2760979095992357
53649,0.34349607229801404,0.8341488185222105
53650,0.1877091877445882,0.4738046954609382
53651,0.02307147571850725,0.046430906619984766
53652,0.43105431675817824,0.9465811618706915
53653,0.06160713442048472,0.3804650013926649
53654,0.04049875890111973,0.5427842811819006
53655,0.13048359735407866,0.8804168493882671
53656,0.02883009506834396,0.23468072952162924
53657,0.025690673051416476,0.42143365945442945
53658,0.1342261905490787,0.9410719341101791
53659,0.05476782893920058,0.21769748614040385
53660,0.16556365931732533,0.21238574712169672
53661,0.21960704381621218,0.4351870194437705
53662,0.3163443567774762,0.5029703296548147
53663,0.04232355867984524,0.1625050231340817
53664,0.4533780560822159,0.8101733788646794
53665,0.1877741471434866,0.8835246091583238
53666,0.139491007913803,0.3430737417377398
53667,0.22828480918591695,0.3733664411386662
53668,0.2551517678052999,0.9630334924054293
53669,0.6940838401321437,0.1412177327761749
53670,0.03605043764383819,0.06704931098724727
53671,0.20346069474462564,0.9493043173810354
53672,0.05176220045911212,0.0735554754467063
53673,0.4316725682686259,0.1536814487847257
53674,0.10476169598607452,0.4505631966837245
53675,0.0471902183196013,0.7198939522108984
53676,0.8815338626584617,0.9655306582639378
53677,0.3281146429946817,0.7375394899372012
53678,0.05321804673713442,0.4087749387723413
53679,0.22161910630059556,0.6519033678007776
53680,0.22333232430713945,0.621100362136936
53681,0.1418119815652624,0.26137710385605234
53682,0.32650373453861953,0.44696029259594644
53683,0.15146673572703145,0.46901129669530306
53684,0.06627907455135305,0.1349569384652379
53685,0.13936750827565778,0.5900349586220559
53686,0.13848802462133772,0.38826086891903216
53687,0.01076765815521131,0.042778941337726716
53688,0.10084121846570004,0.3651896633733679
53689,0.12458438808620619,0.9197885829557454
53690,0.189529763537617,0.7384536310403708
53691,0.045605051557293504,0.4651847407422107
53692,0.4852920894462888,0.6533453648009931
53693,0.2758504102820148,0.673939344825818
53694,0.1974589293433542,0.24125588674758158
53695,0.07550551352861513,0.6250663330285232
53696,0.04382741863161859,0.7211972932237619
53697,0.21038134183871085,0.6296097460900624
53698,0.26428301901673595,0.635194512094155
53699,0.017778227173448756,0.05479602714722419
53700,0.11028235145339899,0.5225104886472705
53701,0.016563427234037028,0.04192402753360714
53702,0.7673315562208232,0.9036478104584318
53703,0.062376628493696025,0.3694531681642757
53704,0.16247738045026297,0.4931317528709172
53705,0.03433807650930127,0.15073218850409828
53706,0.07768478243414526,0.601749643807837
53707,0.2735641058695814,0.5841832005984481
53708,0.07384697777718188,0.19257092819099525
53709,0.12996873873619533,0.6135269725314598
53710,0.13583269624260144,0.15940747756045684
53711,0.22782125268636838,0.5183881698430719
53712,0.3816352637709127,0.5464210676592804
53713,0.046045624196504986,0.5427414751434503
53714,0.17165829055087406,0.24010463897398143
53715,0.07551558979696123,0.05141311025835461
53716,0.059479152918321836,0.13488942604355103
53717,0.7468293576001492,0.9242707217962158
53718,0.18033883141581858,0.685204837069878
53719,0.03530541466431777,0.10793364781255875
53720,0.8964619210126787,0.9578187616936465
53721,0.27521921885462375,0.4051107139547425
53722,0.5132300097367428,0.8988693983032506
53723,0.11260101453470577,0.5073187388389393
53724,0.09361389646575281,0.1696842234584654
53725,0.20025662711055414,0.6070543669606162
53726,0.09849185458665644,0.23875988445342708
53727,0.07598463613323038,0.19142570053130886
53728,0.15840669737045562,0.8829593275391053
53729,0.35607714841593285,0.3476576669497768
53730,0.06285887187115914,0.25579131813844835
53731,0.05157800656339954,0.2860197386473443
53732,0.42957015433841605,0.23267388066182196
53733,0.5468007277207647,0.607575100915375
53734,0.16309734806163256,0.4096174634662243
53735,0.033052305530765304,0.06402639333959442
53736,0.29364770631483333,0.808978103194341
53737,0.21891559457070503,0.586366365829385
53738,0.2991181492760099,0.6615390885029774
53739,0.11036372873440899,0.12957822018851167
53740,0.11839636243011457,0.13983667817632942
53741,0.07871256288371951,0.6814101308466205
53742,0.11196857974669155,0.28987820697889366
53743,0.47216237107129516,0.631614768361459
53744,0.42559574651070825,0.8375942518910287
53745,0.060925961424801674,0.31078501200674735
53746,0.03502799375566838,0.24904571288241978
53747,0.26749027525382707,0.9120396217482153
53748,0.20922831563530256,0.36267440137023327
53749,0.16196400896641308,0.617321745129135
53750,0.04039813062697868,0.04650947396761133
53751,0.2529811744784139,0.4224943785125201
53752,0.020976311355705806,0.08042952758378923
53753,0.5974675586199472,0.7403398993505375
53754,0.06343569549290565,0.1172064681853691
53755,0.018905063052960306,0.192148006231298
53756,0.08049247096892938,0.12081394553339597
53757,0.024588022248265805,0.11963291879693388
53758,0.5614488236331217,0.7769630623714788
53759,0.10681008659153149,0.5776315280043852
53760,0.5362497781392561,0.8952903312541227
53761,0.0843052484234632,0.19372189171647483
53762,0.03978807566137103,0.8283639392524881
53763,0.07089545202643092,0.1241908340262296
53764,0.02732808972040879,0.7221010750837944
53765,0.20194899043612677,0.9644464484397514
53766,0.05485521296586751,0.2512541588855454
53767,0.13708753577713978,0.49109988668200205
53768,0.6192822255018421,0.8282626140638025
53769,0.08483411167843463,0.17678624287295092
53770,0.030481133329603862,0.09312603044854531
53771,0.7938007964768202,0.9167814072578064
53772,0.08285063209834004,0.436235456498818
53773,0.8384090057514252,0.9386491067700977
53774,0.21606881063122949,0.3738353478676215
53775,0.2763164097126104,0.8430302137283303
53776,0.11258494763652713,0.21697785890343285
53777,0.2468525204060799,0.29154648945386996
53778,0.5064601206552943,0.791032423208948
53779,0.0923299890102396,0.415997056397346
53780,0.056888267889253726,0.054603960728021046
53781,0.106848862149056,0.39991600780158065
53782,0.05703676080274873,0.22058580215474316
53783,0.10272973019431539,0.15775224320423994
53784,0.04450356235249273,0.1855483059198945
53785,0.8267504432051479,0.9841107446014743
53786,0.035463179106999976,0.8519128382971567
53787,0.21161098812618642,0.2897262350260076
53788,0.1526143580467497,0.5087428202426637
53789,0.5525862653408559,0.8032926774856229
53790,0.919865544197944,0.9749388791162964
53791,0.11099515710375257,0.35055978639850943
53792,0.5722981629919693,0.7774688742347554
53793,0.08869150811317907,0.3546601983834136
53794,0.014295821621160889,0.07052003997727144
53795,0.18204635444456016,0.7695557724396418
53796,0.19275075493182922,0.8204844254677937
53797,0.09018496239590074,0.0704878922736933
53798,0.1978131820756877,0.9155322947191562
53799,0.04909587063007437,0.7100846471238906
53800,0.08033846531707566,0.3203572473869416
53801,0.4818997642685985,0.7340924794163666
53802,0.4826872839971571,0.922239974862147
53803,0.2595214594093517,0.06647422877610532
53804,0.07133425458753764,0.5538391224562107
53805,0.3847455407502111,0.5968436011807495
53806,0.055999620676807985,0.8440357994038369
53807,0.24408997629819335,0.4065457307823714
53808,0.044905807485971234,0.15961157380576868
53809,0.10009106452157907,0.5117490490823706
53810,0.01804859400906207,0.22541025954854516
53811,0.41204915944643417,0.7596058333840958
53812,0.2953735567858092,0.24836052783746598
53813,0.19787856689105374,0.43848322507604875
53814,0.052424484384947415,0.027149967639650694
53815,0.052699278891502575,0.3554476079331125
53816,0.10048617043612672,0.23211641986799242
53817,0.27136742867874847,0.8754167816479831
53818,0.286376077846604,0.610978753215503
53819,0.08716019661485233,0.4781520496408829
53820,0.052059625415746734,0.05524017210518444
53821,0.2619458488990222,0.6142399343072522
53822,0.04346310228446974,0.10257405193848664
53823,0.08613205139396524,0.6241776993009281
53824,0.48036857462993193,0.13210948679513998
53825,0.3406087875636215,0.5063055288323544
53826,0.1572265347872615,0.7450627796841315
53827,0.7489868136442399,0.9581476186486895
53828,0.8221853837606373,0.8786832486413244
53829,0.1882836591916922,0.6246067854012309
53830,0.13593318945199637,0.19300862672766173
53831,0.06491455796395074,0.2399277216643432
53832,0.06338268342624635,0.6942984594333337
53833,0.07744923421078605,0.8951905904785
53834,0.22489880168184012,0.07490236508631555
53835,0.18735001674796006,0.43982412275863275
53836,0.0809751545724646,0.8098506715157862
53837,0.1782436394283581,0.5388704260882209
53838,0.018944636209714278,0.17714708961176195
53839,0.36672383347433907,0.9695722570880733
53840,0.056957200198449645,0.9354457262331339
53841,0.559798323297763,0.8593453508476416
53842,0.1189663811500633,0.03531257001846085
53843,0.028035543391359496,0.05287884556092437
53844,0.016040137938155036,0.05689806297554515
53845,0.05416270544888921,0.5240383729304979
53846,0.18015614007179512,0.24762787064868858
53847,0.03711493343368777,0.3381676831319478
53848,0.10798965736645999,0.751807895135257
53849,0.05298790043487088,0.15566008622904734
53850,0.0130541044931063,0.12193382188322203
53851,0.14105784367659363,0.36397967256302194
53852,0.06324756578135443,0.291301998647348
53853,0.4053191546417426,0.5677543412052672
53854,0.14545770601529537,0.337850673090672
53855,0.15324044875683887,0.5602454209952105
53856,0.3762971439886446,0.9593337913504364
53857,0.015462066340220973,0.06892362172559374
53858,0.009263489276921189,0.024664106764039125
53859,0.3236521218466034,0.10303590149620558
53860,0.06871485584342284,0.2899986315179115
53861,0.03629860233129078,0.0317996093578433
53862,0.23675271156386268,0.848142646111732
53863,0.20315169264700525,0.5120077818384786
53864,0.16576936513138155,0.2970400245988476
53865,0.0736439627501607,0.13724515602802032
53866,0.06829291823731669,0.062183244265695874
53867,0.06973510317521957,0.1561096347896873
53868,0.04532887512889282,0.27692883071993085
53869,0.20974716669867818,0.32492417418785036
53870,0.33123951669282775,0.439881014235541
53871,0.11376377327019115,0.8313401442505542
53872,0.08575608071143717,0.9601210606795814
53873,0.08413224998044912,0.9141643024462097
53874,0.24064402956624567,0.448739505111914
53875,0.07969604680128096,0.8781747155265246
53876,0.08748803824012279,0.2246926626662133
53877,0.47827068542156354,0.6816826143672052
53878,0.0739844135132524,0.29789187727137334
53879,0.14607446750506192,0.2891320476834094
53880,0.1251059999221281,0.12179310654843532
53881,0.03161393677942963,0.08119370201236806
53882,0.10695818231356378,0.2986701524613811
53883,0.34221840007045295,0.815205879625239
53884,0.059702197169831904,0.1502753960230657
53885,0.12829766220812797,0.5343271651546064
53886,0.48958294814735764,0.31615481037160154
53887,0.17484994525585135,0.6064999151633285
53888,0.1868945629125361,0.8738313916321854
53889,0.10605552848842416,0.3968618525629186
53890,0.08000581002746227,0.20958417860571316
53891,0.015349192690767803,0.3184765217360557
53892,0.05831647953451342,0.15923406941146323
53893,0.016489039539251276,0.02101193855815635
53894,0.10107923137285278,0.24428421008700243
53895,0.7206419046116667,0.8694925740790803
53896,0.1217451768676484,0.49155625296301947
53897,0.02483471218418219,0.02938348332535058
53898,0.08877432042768936,0.17900214037970788
53899,0.3817374692345449,0.5402547782166583
53900,0.10428575832852426,0.4102832571277984
53901,0.07396885253346132,0.16056265293641445
53902,0.15473638077976914,0.9577136524177632
53903,0.5370769063449224,0.3651672435620741
53904,0.07339372753040777,0.3293644225634201
53905,0.05724448024465585,0.1498085618587519
53906,0.12844794282039454,0.28251329695272265
53907,0.04778424984659457,0.03026773224350129
53908,0.23072303930087154,0.9349781083208872
53909,0.25534795224145423,0.13956138506539126
53910,0.11508597164440507,0.42526116013087506
53911,0.1133365222174854,0.7385753448026704
53912,0.3009642035751702,0.7875491551669328
53913,0.03687682142620081,0.04591180802895003
53914,0.06001884569324348,0.3087832245410718
53915,0.08432038789784987,0.40159949788600935
53916,0.5938828399029228,0.784325895329701
53917,0.019361514289603154,0.2300994845867687
53918,0.7372233306732839,0.8069013342794908
53919,0.38782154906429356,0.7378759396978779
53920,0.15907375244749544,0.33317976482310413
53921,0.5600351595632937,0.8320199975205463
53922,0.12374245920391351,0.28163418613687013
53923,0.06372804168861715,0.08042245190140838
53924,0.828231148665736,0.9589594052564847
53925,0.10610198735919024,0.5213956134551445
53926,0.09339223852180188,0.24580642297480423
53927,0.1713022133278173,0.7854240207345417
53928,0.6005240624156213,0.8044498468841476
53929,0.22997524557797097,0.7644398840125791
53930,0.9000749515554956,0.9450849086159627
53931,0.3351032234631249,0.6138007174062166
53932,0.29581854206525876,0.6615356729854134
53933,0.22437290944345364,0.6303525281966237
53934,0.10196708656330744,0.16883006199797573
53935,0.07640506886270584,0.2038052727437461
53936,0.09587532704486805,0.27423451548779015
53937,0.03137675942557217,0.036853901294525405
53938,0.017412026951930053,0.601344490603968
53939,0.07112242733220246,0.19180831486305103
53940,0.16529979429562525,0.48140263014165474
53941,0.05140200838948635,0.07422157604641418
53942,0.11532978574100705,0.15154512155650635
53943,0.6061112079555402,0.9003879145127232
53944,0.05413058176930358,0.12988056751277538
53945,0.203077938746776,0.9216635405554393
53946,0.15043671770602157,0.917680093575727
53947,0.0350928529142272,0.07088581845181617
53948,0.4422928995944605,0.42223038161524046
53949,0.06934585214759198,0.20364798353319696
53950,0.0562021716521395,0.24385967090439534
53951,0.7942368213790081,0.9464674314669952
53952,0.24204495243051377,0.6676799393918825
53953,0.14048684848768428,0.6565672390121616
53954,0.5284962845874713,0.7574285073366914
53955,0.1368190615637741,0.8394172696433729
53956,0.10774558307941055,0.49510561917407836
53957,0.08521655136155186,0.18295896581568905
53958,0.027640488100241233,0.5556074552183825
53959,0.012872226634543037,0.07520764060589014
53960,0.031534470178059694,0.8186426387696712
53961,0.17214742572406175,0.2516343805927497
53962,0.07833573735581405,0.35229083904353803
53963,0.1619416324698745,0.9739878515445114
53964,0.20560920579276412,0.37972241821704367
53965,0.2436321558082201,0.46200626856823834
53966,0.07515488239665932,0.1147319115867288
53967,0.06223129547925586,0.046739592204623495
53968,0.13421212871471797,0.3002287302578126
53969,0.47397483241872895,0.850905287402431
53970,0.12728607526843064,0.9459205596122318
53971,0.03158610866901631,0.1862844586739992
53972,0.4376970491692543,0.7191330992774573
53973,0.5132107784440779,0.37193777783673554
53974,0.03114176146008822,0.23554172784230162
53975,0.2282783337863355,0.3457999238336644
53976,0.12290018277762287,0.28992398972286126
53977,0.024043605605557856,0.14095991204644015
53978,0.03405234571111779,0.38266773800527043
53979,0.31806874064234253,0.6137097189991462
53980,0.059429248883621104,0.18956599542729277
53981,0.03963610248938723,0.1244178809128462
53982,0.47543515739164705,0.4014300810532325
53983,0.23133334487562887,0.4233893757067251
53984,0.09036573115371518,0.2655472089333138
53985,0.05699057880625329,0.07865239301357926
53986,0.05984969442481091,0.16372977002937536
53987,0.6624911008889627,0.044485098925582355
53988,0.038211513396541955,0.5239587320655026
53989,0.05665828720751775,0.70988446506554
53990,0.11000420385149745,0.166227764120125
53991,0.10943056259452977,0.5125350291241731
53992,0.05456157982392449,0.29281221249682243
53993,0.11646513928867196,0.3732043482939249
53994,0.11331893124127301,0.343865256049075
53995,0.14434118914403612,0.4645770893861
53996,0.085569847017486,0.28251199791027404
53997,0.09243492491377636,0.11077043941195316
53998,0.05884196034532415,0.08186126670074065
53999,0.4674485389722598,0.6602469979953662
54000,0.09915319547299975,0.5191152558561899
54001,0.1107118341741537,0.30324637103243074
54002,0.061761049350761696,0.5185901642524228
54003,0.006519756030664017,0.01822131043954171
54004,0.03390365313611457,0.6439866199586692
54005,0.6264486012202476,0.30698465018652094
54006,0.022538601964191537,0.011160273576069421
54007,0.23796341422897296,0.07287615121246863
54008,0.38540491818627726,0.680316521105053
54009,0.06904077293720974,0.6752301959970962
54010,0.40854398753473053,0.6894968086548013
54011,0.18432208284516177,0.45053264011938043
54012,0.28948729878536555,0.38206165009846194
54013,0.041466307665154786,0.3540880811409359
54014,0.22183521714791257,0.27196556961410806
54015,0.038772964897915735,0.21721223363236722
54016,0.03932161831824417,0.4237168671314568
54017,0.019059616651185995,0.08053406740274216
54018,0.12562595068718557,0.9751048266839525
54019,0.04076008928528909,0.5285056442919702
54020,0.03410243931796262,0.6047630055642322
54021,0.24675332092426686,0.8688299815202796
54022,0.10943121026047065,0.35856102489925484
54023,0.1572500264757037,0.28582409114610263
54024,0.7928759252263613,0.8869056806653528
54025,0.04550967889640076,0.048704400544754355
54026,0.05344687300359343,0.27881576736859326
54027,0.8657001379683342,0.9488458382346954
54028,0.2604193444372412,0.8625456526330407
54029,0.10657534739552373,0.9355778512813503
54030,0.18205407757643102,0.7850690328766912
54031,0.10259453505851486,0.9479377326360223
54032,0.05430295853633978,0.08869850374797424
54033,0.1272832535326789,0.3236644912580157
54034,0.6594142488314702,0.967500410047698
54035,0.6763606024391338,0.9103443201356307
54036,0.09441246628070583,0.32655312891865373
54037,0.2138397511832792,0.495509619400752
54038,0.19069330623995032,0.3018303259654752
54039,0.7626218430833778,0.9529277864015516
54040,0.027525745369666725,0.07558047143186526
54041,0.1520528659081768,0.26276812876378525
54042,0.1395234145547743,0.2203188608942972
54043,0.22071945616677224,0.8147560819504394
54044,0.0881152793469296,0.9247618544694867
54045,0.1011064828433807,0.7678307048565111
54046,0.21609164290585306,0.3799456453112456
54047,0.07950615177417904,0.2894928930649086
54048,0.027389178946381522,0.40011675476076075
54049,0.10726806241322227,0.5896409689823573
54050,0.03607943000872173,0.012586511585278386
54051,0.16883250087911736,0.48992940657827844
54052,0.12537606556021422,0.5654018583993738
54053,0.07724261930727636,0.8303848639495028
54054,0.6177876527056639,0.9046801616928
54055,0.009803737799796442,0.010250755663570693
54056,0.7716879398189589,0.8545678962923415
54057,0.17400661195483064,0.43481181536975694
54058,0.1035317569174713,0.8842913907578277
54059,0.1521755100937398,0.4744071805214573
54060,0.6154745092691197,0.2167130401462808
54061,0.07560025681092038,0.14936331560726276
54062,0.14132820527044287,0.6490772581150626
54063,0.2069534467392724,0.28364539460171895
54064,0.05745462521763615,0.7614728700980172
54065,0.30723814276352546,0.9531857971894098
54066,0.28094337925498536,0.46235242978763297
54067,0.2448062058804521,0.6341107277200425
54068,0.0737640894235792,0.0650745291488965
54069,0.1766204452032686,0.8927549268091074
54070,0.3469883380066789,0.4750531173126982
54071,0.1272909477216101,0.34399153464906657
54072,0.08272136736197933,0.9462705780760764
54073,0.008890980704249898,0.029721858516518686
54074,0.02567586892347849,0.09538519986423713
54075,0.1000755052474853,0.5104811561373295
54076,0.38134184086989203,0.6909510844360645
54077,0.012311647961643905,0.048125781709072904
54078,0.13461065464360358,0.4358571575384595
54079,0.06138543831039142,0.2693546179401801
54080,0.6917041609489344,0.9509254010902056
